RecordID,RowID,FoldID,Actual,Predicted,SHAP_base_value_C,SHAP_sum_C,SHAP_reconstructed_unclipped_C,SHAP_SourceMemoryPredicted_C,SHAP_BatchSessionPredicted_C,SHAP_HierarchicalResidualPredicted_C
TEMP_R000042,42,2,39.5,39.49293148460538,38.78227848047716,0.7106530041282137,39.49293148460537,0.164577992218271,0.1482717194911001,0.3978032924188427
TEMP_R000043,43,1,39.1,39.11682032614151,38.780562658734105,0.336257667407405,39.11682032614151,0.061872782870508285,0.09585791445510168,0.17852697008179502
TEMP_R000044,44,3,39.1,39.10317362580324,38.793984962448135,0.30918866335509776,39.10317362580324,0.09172393011772603,0.1034024966542582,0.11406223658311353
TEMP_R000045,45,5,38.5,38.556526832904375,38.79452380910577,-0.2379969762014036,38.55652683290437,-0.03854213837720789,-0.03698860861786826,-0.16246622920632744
TEMP_R000046,46,4,38.5,38.5359615666764,38.79926289983865,-0.2633013331622597,38.53596156667639,-0.053686471498471985,-0.04696383813472589,-0.16265102352906183
TEMP_R000047,47,1,39.3,39.28526959426917,38.780562658734105,0.504706935535064,39.28526959426917,0.09545547844639167,0.13551108696557124,0.2737403701231011
TEMP_R000048,48,4,39.3,39.28041075290801,38.79926289983865,0.48114785306935504,39.280410752908004,0.11050821961856626,0.11737097803180961,0.2532686554189792
TEMP_R000049,49,3,39.2,39.18927872552604,38.793984962448135,0.3952937630779084,39.189278725526044,0.12487351051737078,0.12268212246261714,0.14773813009792047
TEMP_R000050,50,1,39.2,39.20402363377234,38.780562658734105,0.42346097503822944,39.20402363377234,0.07881247815997229,0.12114780938926877,0.22350068748898835
TEMP_R000051,51,5,38.8,38.82300680683687,38.79452380910577,0.028482997731085112,38.82300680683685,0.007757658619457767,0.019834666702037075,0.0008906724095902718
TEMP_R000052,52,2,38.8,38.80807507989739,38.78227848047716,0.02579659942022342,38.808075079897385,0.010066332958849945,0.009088303843667721,0.006641962617705752
